Date,NAV per Share,Ex-Dividends,,,
12-Nov-12,91.76,0,,,
13-Nov-12,91.54,0,,,
14-Nov-12,91.35,0,,,
15-Nov-12,90.98,0,,,
16-Nov-12,90.8,0,,,
19-Nov-12,91.1,0,,,
20-Nov-12,91.36,0,,,
21-Nov-12,91.52,0,,,
23-Nov-12,91.58,0,,,
26-Nov-12,91.74,0,,,
27-Nov-12,91.9,0,,,
28-Nov-12,91.95,0,,,
29-Nov-12,92.21,0,,,
30-Nov-12,92.39,0,,,
03-Dec-12,92.09,0.49,,,
04-Dec-12,92.22,0,,,
05-Dec-12,92.55,0,,,
06-Dec-12,92.7,0,,,
07-Dec-12,92.96,0,,,
10-Dec-12,93.03,0,,,
11-Dec-12,93.19,0,,,
12-Dec-12,93.35,0,,,
13-Dec-12,93.41,0,,,
14-Dec-12,93.35,0,,,
17-Dec-12,93.35,0,,,
18-Dec-12,93.43,0,,,
19-Dec-12,93.5,0,,,
20-Dec-12,93.59,0,,,
21-Dec-12,93.46,0,,,
24-Dec-12,93.51,0,,,
26-Dec-12,93.01,0.51,,,
27-Dec-12,93.03,0,,,
28-Dec-12,92.99,0,,,
31-Dec-12,92.97,0,,,
02-Jan-13,93.35,0,,,
03-Jan-13,93.57,0,,,
04-Jan-13,93.65,0,,,
07-Jan-13,93.72,0,,,
08-Jan-13,93.82,0,,,
09-Jan-13,93.88,0,,,
10-Jan-13,93.99,0,,,
11-Jan-13,94.08,0,,,
14-Jan-13,94.15,0,,,
15-Jan-13,94.08,0,,,
16-Jan-13,94.01,0,,,
17-Jan-13,94.16,0,,,
18-Jan-13,94.22,0,,,
22-Jan-13,94.32,0,,,
23-Jan-13,94.41,0,,,
24-Jan-13,94.52,0,,,
25-Jan-13,94.62,0,,,
28-Jan-13,94.64,0,,,
29-Jan-13,94.48,0,,,
30-Jan-13,94.32,0,,,
31-Jan-13,93.99,0,,,
01-Feb-13,93.48,0.5,,,
04-Feb-13,93.41,0,,,
05-Feb-13,93.2,0,,,
06-Feb-13,93.15,0,,,
07-Feb-13,93.04,0,,,
08-Feb-13,92.99,0,,,
11-Feb-13,93.04,0,,,
12-Feb-13,93.05,0,,,
13-Feb-13,93.19,0,,,
14-Feb-13,93.24,0,,,
15-Feb-13,93.29,0,,,
19-Feb-13,93.4,0,,,
20-Feb-13,93.46,0,,,
21-Feb-13,93.36,0,,,
22-Feb-13,93.4,0,,,
25-Feb-13,93.53,0,,,
26-Feb-13,93.45,0,,,
27-Feb-13,93.54,0,,,
28-Feb-13,93.71,0,,,
01-Mar-13,93.21,0.51,,,
04-Mar-13,93.29,0,,,
05-Mar-13,93.46,0,,,
06-Mar-13,93.55,0,,,
07-Mar-13,93.63,0,,,
08-Mar-13,93.68,0,,,
11-Mar-13,93.73,0,,,
12-Mar-13,93.79,0,,,
13-Mar-13,93.82,0,,,
14-Mar-13,93.89,0,,,
15-Mar-13,93.99,0,,,
18-Mar-13,93.91,0,,,
19-Mar-13,93.98,0,,,
20-Mar-13,93.97,0,,,
21-Mar-13,94,0,,,
22-Mar-13,94.02,0,,,
25-Mar-13,94.08,0,,,
26-Mar-13,94.02,0,,,
27-Mar-13,94.08,0,,,
28-Mar-13,94.02,0,,,
01-Apr-13,93.66,0.49,,,
02-Apr-13,93.75,0,,,
03-Apr-13,93.81,0,,,
04-Apr-13,93.8,0,,,
05-Apr-13,93.68,0,,,
08-Apr-13,93.76,0,,,
09-Apr-13,93.85,0,,,
10-Apr-13,94.06,0,,,
11-Apr-13,94.27,0,,,
12-Apr-13,94.33,0,,,
15-Apr-13,94.27,0,,,
16-Apr-13,94.23,0,,,
17-Apr-13,94.18,0,,,
18-Apr-13,94.18,0,,,
19-Apr-13,94.21,0,,,
22-Apr-13,94.33,0,,,
23-Apr-13,94.49,0,,,
24-Apr-13,94.64,0,,,
25-Apr-13,94.86,0,,,
26-Apr-13,94.97,0,,,
29-Apr-13,95.15,0,,,
30-Apr-13,95.37,0,,,
01-May-13,95.1,0.47,,,
02-May-13,95.36,0,,,
03-May-13,95.56,0,,,
06-May-13,95.58,0,,,
07-May-13,95.73,0,,,
08-May-13,95.81,0,,,
09-May-13,95.8,0,,,
10-May-13,95.65,0,,,
13-May-13,95.49,0,,,
14-May-13,95.29,0,,,
15-May-13,95.2,0,,,
16-May-13,95.21,0,,,
17-May-13,95.24,0,,,
20-May-13,95.3,0,,,
21-May-13,95.31,0,,,
22-May-13,95.34,0,,,
23-May-13,94.91,0,,,
24-May-13,94.79,0,,,
28-May-13,94.77,0,,,
29-May-13,94.21,0,,,
30-May-13,94.15,0,,,
31-May-13,93.98,0,,,
03-Jun-13,93.12,0.48,,,
04-Jun-13,92.94,0,,,
05-Jun-13,92.24,0,,,
06-Jun-13,92,0,,,
07-Jun-13,92.56,0,,,
10-Jun-13,92.57,0,,,
11-Jun-13,91.86,0,,,
12-Jun-13,91.98,0,,,
13-Jun-13,91.8,0,,,
14-Jun-13,92.16,0,,,
17-Jun-13,92.42,0,,,
18-Jun-13,92.46,0,,,
19-Jun-13,92.48,0,,,
20-Jun-13,91.05,0,,,
21-Jun-13,90.86,0,,,
24-Jun-13,89.7,0,,,
25-Jun-13,89.66,0,,,
26-Jun-13,90.1,0,,,
27-Jun-13,90.69,0,,,
28-Jun-13,90.87,0,,,
01-Jul-13,90.54,0.48,,,
02-Jul-13,90.67,0,,,
03-Jul-13,90.59,0,,,
05-Jul-13,90.4,0,,,
08-Jul-13,90.27,0,,,
09-Jul-13,90.54,0,,,
10-Jul-13,90.74,0,,,
11-Jul-13,91.41,0,,,
12-Jul-13,91.72,0,,,
15-Jul-13,91.92,0,,,
16-Jul-13,92.26,0,,,
17-Jul-13,92.5,0,,,
18-Jul-13,92.88,0,,,
19-Jul-13,93.06,0,,,
22-Jul-13,93.2,0,,,
23-Jul-13,93.29,0,,,
24-Jul-13,93.02,0,,,
25-Jul-13,92.45,0,,,
26-Jul-13,92.32,0,,,
29-Jul-13,92.33,0,,,
30-Jul-13,92.37,0,,,
31-Jul-13,92.21,0,,,
01-Aug-13,91.75,0.45,,,
02-Aug-13,91.59,0,,,
05-Aug-13,91.55,0,,,
06-Aug-13,91.45,0,,,
07-Aug-13,91.32,0,,,
08-Aug-13,91.36,0,,,
09-Aug-13,91.42,0,,,
12-Aug-13,91.42,0,,,
13-Aug-13,91.4,0,,,
14-Aug-13,91.38,0,,,
15-Aug-13,91.13,0,,,
16-Aug-13,91.06,0,,,
19-Aug-13,90.88,0,,,
20-Aug-13,90.72,0,,,
21-Aug-13,90.6,0,,,
22-Aug-13,90.51,0,,,
23-Aug-13,90.6,0,,,
26-Aug-13,90.72,0,,,
27-Aug-13,90.76,0,,,
28-Aug-13,90.74,0,,,
29-Aug-13,90.84,0,,,
30-Aug-13,90.9,0,,,
03-Sep-13,90.58,0.48,,,
04-Sep-13,90.51,0,,,
05-Sep-13,90.34,0,,,
06-Sep-13,90.38,0,,,
09-Sep-13,90.48,0,,,
10-Sep-13,90.55,0,,,
11-Sep-13,90.64,0,,,
12-Sep-13,90.79,0,,,
13-Sep-13,90.86,0,,,
16-Sep-13,91.2,0,,,
17-Sep-13,91.25,0,,,
18-Sep-13,91.38,0,,,
19-Sep-13,91.97,0,,,
20-Sep-13,91.99,0,,,
23-Sep-13,91.92,0,,,
24-Sep-13,91.86,0,,,
25-Sep-13,91.78,0,,,
26-Sep-13,91.72,0,,,
27-Sep-13,91.62,0,,,
30-Sep-13,91.41,0,,,
01-Oct-13,91.05,0.44,,,
02-Oct-13,91.15,0,,,
03-Oct-13,91.33,0,,,
04-Oct-13,91.44,0,,,
07-Oct-13,91.51,0,,,
08-Oct-13,91.54,0,,,
09-Oct-13,91.52,0,,,
10-Oct-13,91.66,0,,,
11-Oct-13,91.77,0,,,
14-Oct-13,91.82,0,,,
15-Oct-13,91.96,0,,,
16-Oct-13,92.12,0,,,
17-Oct-13,92.41,0,,,
18-Oct-13,92.73,0,,,
21-Oct-13,92.91,0,,,
22-Oct-13,93.05,0,,,
23-Oct-13,93.1,0,,,
24-Oct-13,93.18,0,,,
25-Oct-13,93.2,0,,,
28-Oct-13,93.27,0,,,
29-Oct-13,93.31,0,,,
30-Oct-13,93.41,0,,,
31-Oct-13,93.35,0,,,
01-Nov-13,92.89,0.45,,,
04-Nov-13,92.91,0,,,
05-Nov-13,92.78,0,,,
06-Nov-13,92.79,0,,,
07-Nov-13,92.84,0,,,
08-Nov-13,92.57,0,,,
11-Nov-13,92.61,0,,,
12-Nov-13,92.47,0,,,
13-Nov-13,92.32,0,,,
14-Nov-13,92.48,0,,,
15-Nov-13,92.58,0,,,
18-Nov-13,92.77,0,,,
19-Nov-13,92.82,0,,,
20-Nov-13,92.85,0,,,
21-Nov-13,92.77,0,,,
22-Nov-13,92.85,0,,,
25-Nov-13,92.97,0,,,
26-Nov-13,93.06,0,,,
27-Nov-13,93.11,0,,,
29-Nov-13,93.12,0,,,
02-Dec-13,92.71,0.45,,,
03-Dec-13,92.72,0,,,
04-Dec-13,92.65,0,,,
05-Dec-13,92.64,0,,,
06-Dec-13,92.69,0,,,
09-Dec-13,92.77,0,,,
10-Dec-13,92.87,0,,,
11-Dec-13,92.91,0,,,
12-Dec-13,92.83,0,,,
13-Dec-13,92.78,0,,,
16-Dec-13,92.82,0,,,
17-Dec-13,92.82,0,,,
18-Dec-13,92.83,0,,,
19-Dec-13,92.87,0,,,
20-Dec-13,92.9,0,,,
23-Dec-13,92.93,0,,,
24-Dec-13,92.93,0,,,
26-Dec-13,92.5,0.47,,,
27-Dec-13,92.5,0,,,
30-Dec-13,92.6,0,,,
31-Dec-13,92.62,0,,,
02-Jan-14,92.73,0,,,
03-Jan-14,92.78,0,,,
06-Jan-14,92.92,0,,,
07-Jan-14,93.08,0,,,
08-Jan-14,93.1,0,,,
09-Jan-14,93.14,0,,,
10-Jan-14,93.22,0,,,
13-Jan-14,93.34,0,,,
14-Jan-14,93.36,0,,,
15-Jan-14,93.46,0,,,
16-Jan-14,93.53,0,,,
17-Jan-14,93.58,0,,,
21-Jan-14,93.65,0,,,
22-Jan-14,93.68,0,,,
23-Jan-14,93.62,0,,,
24-Jan-14,93.24,0,,,
27-Jan-14,93.11,0,,,
28-Jan-14,93.18,0,,,
29-Jan-14,93.1,0,,,
30-Jan-14,93.19,0,,,
31-Jan-14,93.12,0,,,
03-Feb-14,92.66,0.46,,,
04-Feb-14,92.55,0,,,
05-Feb-14,92.57,0,,,
06-Feb-14,92.72,0,,,
07-Feb-14,92.91,0,,,
10-Feb-14,93.04,0,,,
11-Feb-14,93.2,0,,,
12-Feb-14,93.34,0,,,
13-Feb-14,93.4,0,,,
14-Feb-14,93.49,0,,,
18-Feb-14,93.64,0,,,
19-Feb-14,93.79,0,,,
20-Feb-14,93.89,0,,,
21-Feb-14,93.99,0,,,
24-Feb-14,94.16,0,,,
25-Feb-14,94.31,0,,,
26-Feb-14,94.44,0,,,
27-Feb-14,94.53,0,,,
28-Feb-14,94.64,0,,,
03-Mar-14,94.12,0.46,,,
04-Mar-14,94.17,0,,,
05-Mar-14,94.17,0,,,
06-Mar-14,94.11,0,,,
07-Mar-14,93.89,0,,,
10-Mar-14,93.83,0,,,
11-Mar-14,93.84,0,,,
12-Mar-14,93.78,0,,,
13-Mar-14,93.81,0,,,
14-Mar-14,93.65,0,,,
17-Mar-14,93.75,0,,,
18-Mar-14,93.89,0,,,
19-Mar-14,94,0,,,
20-Mar-14,93.81,0,,,
21-Mar-14,93.9,0,,,
24-Mar-14,93.95,0,,,
25-Mar-14,93.99,0,,,
26-Mar-14,94.07,0,,,
27-Mar-14,94.04,0,,,
28-Mar-14,94.09,0,,,
31-Mar-14,94.16,0,,,
01-Apr-14,93.78,0.45,,,
02-Apr-14,93.81,0,,,
03-Apr-14,93.85,0,,,
04-Apr-14,93.95,0,,,
07-Apr-14,93.94,0,,,
08-Apr-14,93.93,0,,,
09-Apr-14,93.97,0,,,
10-Apr-14,94.06,0,,,
11-Apr-14,93.88,0,,,
14-Apr-14,93.95,0,,,
15-Apr-14,93.96,0,,,
16-Apr-14,93.97,0,,,
17-Apr-14,93.95,0,,,
21-Apr-14,94,0,,,
22-Apr-14,94.02,0,,,
23-Apr-14,94.07,0,,,
24-Apr-14,94.12,0,,,
25-Apr-14,94.1,0,,,
28-Apr-14,94.13,0,,,
29-Apr-14,94.14,0,,,
30-Apr-14,94.22,0,,,
01-May-14,93.83,0.42,,,
02-May-14,93.86,0,,,
05-May-14,93.9,0,,,
06-May-14,93.95,0,,,
07-May-14,93.99,0,,,
08-May-14,94.06,0,,,
09-May-14,94.11,0,,,
12-May-14,94.2,0,,,
13-May-14,94.29,0,,,
14-May-14,94.36,0,,,
15-May-14,94.33,0,,,
16-May-14,94.31,0,,,
19-May-14,94.35,0,,,
20-May-14,94.41,0,,,
21-May-14,94.4,0,,,
22-May-14,94.34,0,,,
23-May-14,94.33,0,,,
27-May-14,94.43,0,,,
28-May-14,94.48,0,,,
29-May-14,94.56,0,,,
30-May-14,94.64,0,,,
02-Jun-14,94.24,0.43,,,
03-Jun-14,94.22,0,,,
04-Jun-14,94.24,0,,,
05-Jun-14,94.33,0,,,
06-Jun-14,94.47,0,,,
09-Jun-14,94.56,0,,,
10-Jun-14,94.64,0,,,
11-Jun-14,94.64,0,,,
12-Jun-14,94.67,0,,,
13-Jun-14,94.72,0,,,
16-Jun-14,94.75,0,,,
17-Jun-14,94.78,0,,,
18-Jun-14,94.8,0,,,
19-Jun-14,94.93,0,,,
20-Jun-14,95,0,,,
23-Jun-14,95.06,0,,,
24-Jun-14,95.11,0,,,
25-Jun-14,95.04,0,,,
26-Jun-14,95.03,0,,,
27-Jun-14,94.99,0,,,
30-Jun-14,95,0,,,
01-Jul-14,94.59,0.42,,,
02-Jul-14,94.59,0,,,
03-Jul-14,94.58,0,,,
07-Jul-14,94.63,0,,,
08-Jul-14,94.61,0,,,
09-Jul-14,94.55,0,,,
10-Jul-14,94.36,0,,,
11-Jul-14,94.33,0,,,
14-Jul-14,94.41,0,,,
15-Jul-14,94.29,0,,,
16-Jul-14,94.17,0,,,
17-Jul-14,93.98,0,,,
18-Jul-14,93.74,0,,,
21-Jul-14,93.75,0,,,
22-Jul-14,93.81,0,,,
23-Jul-14,93.94,0,,,
24-Jul-14,94.01,0,,,
25-Jul-14,93.96,0,,,
28-Jul-14,93.94,0,,,
29-Jul-14,93.85,0,,,
30-Jul-14,93.62,0,,,
31-Jul-14,93.02,0,,,
01-Aug-14,91.91,0.43,,,
04-Aug-14,92.1,0,,,
05-Aug-14,92.43,0,,,
06-Aug-14,92.36,0,,,
07-Aug-14,92.56,0,,,
08-Aug-14,92.54,0,,,
11-Aug-14,92.82,0,,,
12-Aug-14,92.98,0,,,
13-Aug-14,93.3,0,,,
14-Aug-14,93.49,0,,,
15-Aug-14,93.62,0,,,
18-Aug-14,93.75,0,,,
19-Aug-14,93.91,0,,,
20-Aug-14,93.96,0,,,
21-Aug-14,94.01,0,,,
22-Aug-14,93.97,0,,,
25-Aug-14,94.04,0,,,
26-Aug-14,94.06,0,,,
27-Aug-14,94.07,0,,,
28-Aug-14,94.05,0,,,
29-Aug-14,94.05,0,,,
02-Sep-14,93.64,0.43,,,
03-Sep-14,93.55,0,,,
04-Sep-14,93.41,0,,,
05-Sep-14,93.16,0,,,
08-Sep-14,93.15,0,,,
09-Sep-14,93.02,0,,,
10-Sep-14,92.69,0,,,
11-Sep-14,92.54,0,,,
12-Sep-14,92.48,0,,,
15-Sep-14,92.45,0,,,
16-Sep-14,92.32,0,,,
17-Sep-14,92.41,0,,,
18-Sep-14,92.6,0,,,
19-Sep-14,92.71,0,,,
22-Sep-14,92.69,0,,,
23-Sep-14,92.44,0,,,
24-Sep-14,92.14,0,,,
25-Sep-14,91.71,0,,,
26-Sep-14,91.24,0,,,
29-Sep-14,91.02,0,,,
30-Sep-14,91.4,0,,,
01-Oct-14,91.25,0.39,,,
02-Oct-14,91.31,0,,,
03-Oct-14,91.67,0,,,
06-Oct-14,91.98,0,,,
07-Oct-14,91.84,0,,,
08-Oct-14,91.61,0,,,
09-Oct-14,91.49,0,,,
10-Oct-14,90.93,0,,,
13-Oct-14,90.94,0,,,
14-Oct-14,90.58,0,,,
15-Oct-14,90.08,0,,,
16-Oct-14,90.17,0,,,
17-Oct-14,91.46,0,,,
20-Oct-14,91.58,0,,,
21-Oct-14,92.18,0,,,
22-Oct-14,92.42,0,,,
23-Oct-14,92.38,0,,,
24-Oct-14,92.46,0,,,
27-Oct-14,92.41,0,,,
28-Oct-14,92.4,0,,,
29-Oct-14,92.42,0,,,
30-Oct-14,92.36,0,,,
31-Oct-14,92.51,0,,,
03-Nov-14,92.11,0.4,,,
04-Nov-14,91.87,0,,,
05-Nov-14,91.91,0,,,
06-Nov-14,91.91,0,,,
07-Nov-14,91.91,0,,,
10-Nov-14,91.98,0,,,
11-Nov-14,91.99,0,,,
12-Nov-14,91.96,0,,,
13-Nov-14,91.89,0,,,
14-Nov-14,91.7,0,,,
17-Nov-14,91.55,0,,,
18-Nov-14,91.32,0,,,
19-Nov-14,91.08,0,,,
20-Nov-14,90.97,0,,,
21-Nov-14,91.37,0,,,
24-Nov-14,91.43,0,,,
25-Nov-14,91.53,0,,,
26-Nov-14,91.55,0,,,
28-Nov-14,91.17,0,,,
01-Dec-14,90.3,0.42,,,
02-Dec-14,90.07,0,,,
03-Dec-14,90.07,0,,,
04-Dec-14,90.13,0,,,
05-Dec-14,90.07,0,,,
08-Dec-14,89.92,0,,,
09-Dec-14,89.28,0,,,
10-Dec-14,88.91,0,,,
11-Dec-14,88.65,0,,,
12-Dec-14,88.11,0,,,
15-Dec-14,87.66,0,,,
16-Dec-14,87.01,0,,,
17-Dec-14,87.55,0,,,
18-Dec-14,89.13,0,,,
19-Dec-14,89.36,0,,,
22-Dec-14,89.61,0,,,
23-Dec-14,89.72,0,,,
24-Dec-14,89.38,0.39,,,
26-Dec-14,89.42,0,,,
29-Dec-14,89.49,0,,,
30-Dec-14,89.51,0,,,
31-Dec-14,89.43,0,,,
02-Jan-15,89.45,0,,,
05-Jan-15,89.32,0,,,
06-Jan-15,88.92,0,,,
07-Jan-15,89.08,0,,,
08-Jan-15,89.51,0,,,
09-Jan-15,89.68,0,,,
12-Jan-15,89.63,0,,,
13-Jan-15,89.64,0,,,
14-Jan-15,89.44,0,,,
15-Jan-15,89.49,0,,,
16-Jan-15,89.34,0,,,
20-Jan-15,89.41,0,,,
21-Jan-15,89.41,0,,,
22-Jan-15,89.61,0,,,
23-Jan-15,89.73,0,,,
26-Jan-15,89.83,0,,,
27-Jan-15,89.85,0,,,
28-Jan-15,90.06,0,,,
29-Jan-15,90.06,0,,,
30-Jan-15,90.11,0,,,
02-Feb-15,89.75,0.36,,,
03-Feb-15,90.03,0,,,
04-Feb-15,90.2,0,,,
05-Feb-15,90.43,0,,,
06-Feb-15,90.67,0,,,
09-Feb-15,90.7,0,,,
10-Feb-15,90.75,0,,,
11-Feb-15,90.68,0,,,
12-Feb-15,90.71,0,,,
13-Feb-15,90.83,0,,,
17-Feb-15,90.98,0,,,
18-Feb-15,91.04,0,,,
19-Feb-15,91.07,0,,,
20-Feb-15,91.13,0,,,
23-Feb-15,91.13,0,,,
24-Feb-15,91.28,0,,,
25-Feb-15,91.45,0,,,
26-Feb-15,91.65,0,,,
27-Feb-15,91.66,0,,,
02-Mar-15,91.36,0.39,,,
03-Mar-15,91.25,0,,,
04-Mar-15,91.01,0,,,
05-Mar-15,91.03,0,,,
06-Mar-15,90.81,0,,,
09-Mar-15,90.62,0,,,
10-Mar-15,90.29,0,,,
11-Mar-15,90.29,0,,,
12-Mar-15,90.36,0,,,
13-Mar-15,90.09,0,,,
16-Mar-15,89.94,0,,,
17-Mar-15,89.72,0,,,
18-Mar-15,89.64,0,,,
19-Mar-15,90.04,0,,,
20-Mar-15,90.07,0,,,
23-Mar-15,90.2,0,,,
24-Mar-15,90.32,0,,,
25-Mar-15,90.42,0,,,
26-Mar-15,90.35,0,,,
27-Mar-15,90.35,0,,,
30-Mar-15,90.48,0,,,
31-Mar-15,90.53,0,,,
01-Apr-15,90.14,0.41,,,
02-Apr-15,90.18,0,,,
06-Apr-15,90.42,0,,,
07-Apr-15,90.66,0,,,
08-Apr-15,90.86,0,,,
09-Apr-15,90.87,0,,,
10-Apr-15,90.91,0,,,
13-Apr-15,91.02,0,,,
14-Apr-15,90.96,0,,,
15-Apr-15,91.12,0,,,
16-Apr-15,91.12,0,,,
17-Apr-15,91.08,0,,,
20-Apr-15,91.15,0,,,
21-Apr-15,91.19,0,,,
22-Apr-15,91.19,0,,,
23-Apr-15,91.18,0,,,
24-Apr-15,91.19,0,,,
27-Apr-15,91.26,0,,,
28-Apr-15,91.17,0,,,
29-Apr-15,91.08,0,,,
30-Apr-15,91.03,0,,,
01-May-15,90.61,0.4,,,
04-May-15,90.69,0,,,
05-May-15,90.68,0,,,
06-May-15,90.5,0,,,
07-May-15,90.38,0,,,
08-May-15,90.57,0,,,
11-May-15,90.68,0,,,
12-May-15,90.3,0,,,
13-May-15,90.45,0,,,
14-May-15,90.52,0,,,
15-May-15,90.59,0,,,
18-May-15,90.64,0,,,
19-May-15,90.55,0,,,
20-May-15,90.49,0,,,
21-May-15,90.55,0,,,
22-May-15,90.56,0,,,
26-May-15,90.61,0,,,
27-May-15,90.66,0,,,
28-May-15,90.68,0,,,
29-May-15,90.68,0,,,
01-Jun-15,90.3,0.4,,,
02-Jun-15,90.21,0,,,
03-Jun-15,90.04,0,,,
04-Jun-15,89.84,0,,,
05-Jun-15,89.53,0,,,
08-Jun-15,89.47,0,,,
09-Jun-15,89.22,0,,,
10-Jun-15,89.21,0,,,
11-Jun-15,89.35,0,,,
12-Jun-15,89.3,0,,,
15-Jun-15,89.07,0,,,
16-Jun-15,88.97,0,,,
17-Jun-15,89.05,0,,,
18-Jun-15,89.17,0,,,
19-Jun-15,89.34,0,,,
22-Jun-15,89.5,0,,,
23-Jun-15,89.48,0,,,
24-Jun-15,89.46,0,,,
25-Jun-15,89.32,0,,,
26-Jun-15,89.18,0,,,
29-Jun-15,88.71,0,,,
30-Jun-15,88.68,0,,,
01-Jul-15,88.46,0.39,,,
02-Jul-15,88.52,0,,,
06-Jul-15,88.29,0,,,
07-Jul-15,88.18,0,,,
08-Jul-15,88.05,0,,,
09-Jul-15,88.16,0,,,
10-Jul-15,88.25,0,,,
13-Jul-15,88.37,0,,,
14-Jul-15,88.42,0,,,
15-Jul-15,88.54,0,,,
16-Jul-15,88.57,0,,,
17-Jul-15,88.32,0,,,
20-Jul-15,88.22,0,,,
21-Jul-15,87.97,0,,,
22-Jul-15,87.51,0,,,
23-Jul-15,87.42,0,,,
24-Jul-15,87.35,0,,,
27-Jul-15,87,0,,,
28-Jul-15,87.02,0,,,
29-Jul-15,87.5,0,,,
30-Jul-15,87.84,0,,,
31-Jul-15,87.87,0,,,
03-Aug-15,87.42,0.4,,,
04-Aug-15,87.39,0,,,
05-Aug-15,87.33,0,,,
06-Aug-15,87.06,0,,,
07-Aug-15,86.69,0,,,
10-Aug-15,86.61,0,,,
11-Aug-15,86.28,0,,,
12-Aug-15,85.89,0,,,
13-Aug-15,86.11,0,,,
14-Aug-15,86.13,0,,,
17-Aug-15,86.15,0,,,
18-Aug-15,86.11,0,,,
19-Aug-15,85.94,0,,,
20-Aug-15,85.73,0,,,
21-Aug-15,85.5,0,,,
24-Aug-15,84.58,0,,,
25-Aug-15,85.1,0,,,
26-Aug-15,85.16,0,,,
27-Aug-15,85.57,0,,,
28-Aug-15,85.84,0,,,
31-Aug-15,85.92,0,,,
01-Sep-15,85.44,0.38,,,
02-Sep-15,85.47,0,,,
03-Sep-15,85.72,0,,,
04-Sep-15,85.67,0,,,
08-Sep-15,85.91,0,,,
09-Sep-15,86.17,0,,,
10-Sep-15,86.09,0,,,
11-Sep-15,86.12,0,,,
14-Sep-15,86.12,0,,,
15-Sep-15,86.02,0,,,
16-Sep-15,85.72,0,,,
17-Sep-15,85.65,0,,,
18-Sep-15,85.55,0,,,
21-Sep-15,85.46,0,,,
22-Sep-15,84.92,0,,,
23-Sep-15,84.79,0,,,
24-Sep-15,84.29,0,,,
25-Sep-15,84.1,0,,,
28-Sep-15,83.17,0,,,
29-Sep-15,82.76,0,,,
30-Sep-15,82.86,0,,,
01-Oct-15,82.31,0.4,,,
02-Oct-15,81.96,0,,,
05-Oct-15,82.54,0,,,
06-Oct-15,83.1,0,,,
07-Oct-15,83.89,0,,,
08-Oct-15,84.08,0,,,
09-Oct-15,84.66,0,,,
12-Oct-15,84.7,0,,,
13-Oct-15,84.58,0,,,
14-Oct-15,84.49,0,,,
15-Oct-15,84.43,0,,,
16-Oct-15,84.69,0,,,
19-Oct-15,84.84,0,,,
20-Oct-15,85.06,0,,,
21-Oct-15,85.09,0,,,
22-Oct-15,84.97,0,,,
23-Oct-15,85.26,0,,,
26-Oct-15,85.24,0,,,
27-Oct-15,85.05,0,,,
28-Oct-15,85.15,0,,,
29-Oct-15,85.16,0,,,
30-Oct-15,85.13,0,,,
02-Nov-15,84.92,0.39,,,
03-Nov-15,85.06,0,,,
04-Nov-15,85.13,0,,,
05-Nov-15,84.8,0,,,
06-Nov-15,84.45,0,,,
09-Nov-15,84.14,0,,,
10-Nov-15,83.87,0,,,
11-Nov-15,83.88,0,,,
12-Nov-15,83.43,0,,,
13-Nov-15,83.07,0,,,
16-Nov-15,82.89,0,,,
17-Nov-15,83.21,0,,,
18-Nov-15,83.21,0,,,
19-Nov-15,82.87,0,,,
20-Nov-15,82.7,0,,,
23-Nov-15,82.59,0,,,
24-Nov-15,82.43,0,,,
25-Nov-15,82.56,0,,,
27-Nov-15,82.59,0,,,
30-Nov-15,82.71,0,,,
01-Dec-15,82.62,0.4,,,
02-Dec-15,82.85,0,,,
03-Dec-15,82.55,0,,,
04-Dec-15,82.27,0,,,
07-Dec-15,81.87,0,,,
08-Dec-15,81.32,0,,,
09-Dec-15,81.29,0,,,
10-Dec-15,81.17,0,,,
11-Dec-15,80.09,0,,,
14-Dec-15,79.08,0,,,
15-Dec-15,79.6,0,,,
16-Dec-15,80.07,0,,,
17-Dec-15,80.01,0,,,
18-Dec-15,79.45,0,,,
21-Dec-15,79.38,0,,,
22-Dec-15,79.56,0,,,
23-Dec-15,79.9,0,,,
24-Dec-15,79.6,0.42,,,
28-Dec-15,79.58,0,,,
29-Dec-15,79.89,0,,,
30-Dec-15,79.96,0,,,
31-Dec-15,79.97,0,,,
04-Jan-16,79.67,0,,,
05-Jan-16,80,0,,,
06-Jan-16,80.08,0,,,
07-Jan-16,79.75,0,,,
08-Jan-16,79.86,0,,,
11-Jan-16,79.57,0,,,
12-Jan-16,79.45,0,,,
13-Jan-16,79.03,0,,,
14-Jan-16,78.59,0,,,
15-Jan-16,77.65,0,,,
19-Jan-16,77.62,0,,,
20-Jan-16,76.46,0,,,
21-Jan-16,76.92,0,,,
22-Jan-16,77.81,0,,,
25-Jan-16,78.05,0,,,
26-Jan-16,78.19,0,,,
27-Jan-16,78.37,0,,,
28-Jan-16,78.6,0,,,
29-Jan-16,78.86,0,,,
01-Feb-16,78.36,0.39,,,
02-Feb-16,77.87,0,,,
03-Feb-16,77.63,0,,,
04-Feb-16,77.76,0,,,
05-Feb-16,77.41,0,,,
08-Feb-16,76.37,0,,,
09-Feb-16,75.9,0,,,
10-Feb-16,76.21,0,,,
11-Feb-16,75.19,0,,,
12-Feb-16,75.78,0,,,
16-Feb-16,76.34,0,,,
17-Feb-16,77.1,0,,,
18-Feb-16,77.43,0,,,
19-Feb-16,77.18,0,,,
22-Feb-16,77.64,0,,,
23-Feb-16,77.6,0,,,
24-Feb-16,77.41,0,,,
