Date,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
15-Mar-13,118.34,110.21,--,"25,600,000.00"
18-Mar-13,118.35,110.22,--,"27,000,000.00"
19-Mar-13,118.35,110.22,--,"27,000,000.00"
20-Mar-13,118.35,110.22,--,"27,100,000.00"
21-Mar-13,118.35,110.22,--,"27,900,000.00"
22-Mar-13,118.35,110.22,--,"28,300,000.00"
25-Mar-13,118.35,110.22,--,"28,600,000.00"
26-Mar-13,118.35,110.22,--,"28,800,000.00"
27-Mar-13,118.35,110.22,--,"31,500,000.00"
28-Mar-13,118.35,110.21,--,"31,500,000.00"
01-Apr-13,118.35,110.22,0,"29,900,000.00"
02-Apr-13,118.35,110.22,--,"29,500,000.00"
03-Apr-13,118.36,110.23,--,"30,400,000.00"
04-Apr-13,118.36,110.22,--,"30,400,000.00"
05-Apr-13,118.36,110.22,--,"30,800,000.00"
08-Apr-13,118.36,110.22,--,"30,800,000.00"
09-Apr-13,118.36,110.22,--,"31,100,000.00"
10-Apr-13,118.36,110.22,--,"32,000,000.00"
11-Apr-13,118.36,110.22,--,"33,600,000.00"
12-Apr-13,118.36,110.22,--,"37,200,000.00"
15-Apr-13,118.37,110.23,--,"37,200,000.00"
16-Apr-13,118.37,110.23,--,"37,500,000.00"
17-Apr-13,118.37,110.23,--,"37,700,000.00"
18-Apr-13,118.37,110.23,--,"38,400,000.00"
19-Apr-13,118.37,110.22,--,"38,400,000.00"
22-Apr-13,118.37,110.23,--,"38,400,000.00"
23-Apr-13,118.37,110.23,--,"38,400,000.00"
24-Apr-13,118.37,110.23,--,"38,400,000.00"
25-Apr-13,118.37,110.23,--,"38,400,000.00"
26-Apr-13,118.37,110.23,--,"38,400,000.00"
