Date,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
24-Mar-09,117.14,110.21,--,"16,600,000.00"
25-Mar-09,117.16,110.22,--,"16,600,000.00"
26-Mar-09,117.17,110.24,--,"16,600,000.00"
27-Mar-09,117.16,110.21,--,"17,300,000.00"
30-Mar-09,117.17,110.23,--,"17,300,000.00"
31-Mar-09,117.16,110.22,--,"17,300,000.00"
01-Apr-09,117.17,110.17,0.05,"17,300,000.00"
02-Apr-09,117.17,110.17,--,"17,300,000.00"
03-Apr-09,117.16,110.14,--,"17,300,000.00"
06-Apr-09,117.17,110.17,--,"17,300,000.00"
07-Apr-09,117.18,110.18,--,"17,400,000.00"
08-Apr-09,117.19,110.19,--,"17,400,000.00"
09-Apr-09,117.18,110.15,--,"17,500,000.00"
13-Apr-09,117.2,110.2,--,"17,500,000.00"
14-Apr-09,117.21,110.22,--,"17,500,000.00"
15-Apr-09,117.22,110.22,--,"17,500,000.00"
16-Apr-09,117.23,110.23,--,"17,500,000.00"
17-Apr-09,117.22,110.2,--,"17,700,000.00"
20-Apr-09,117.23,110.23,--,"17,900,000.00"
21-Apr-09,117.23,110.23,--,"17,900,000.00"
22-Apr-09,117.24,110.23,--,"18,400,000.00"
23-Apr-09,117.25,110.24,--,"18,600,000.00"
24-Apr-09,117.24,110.22,--,"18,600,000.00"
27-Apr-09,117.25,110.25,--,"18,700,000.00"
28-Apr-09,117.25,110.24,--,"18,700,000.00"
29-Apr-09,117.26,110.25,--,"18,700,000.00"
30-Apr-09,117.25,110.24,--,"18,700,000.00"
01-May-09,117.24,110.16,0.05,"18,700,000.00"
04-May-09,117.24,110.18,--,"18,700,000.00"
05-May-09,117.24,110.18,--,"18,700,000.00"
06-May-09,117.25,110.18,--,"18,700,000.00"
07-May-09,117.24,110.18,--,"18,600,000.00"
08-May-09,117.24,110.16,--,"18,300,000.00"
11-May-09,117.25,110.18,--,"18,300,000.00"
12-May-09,117.25,110.19,--,"18,300,000.00"
13-May-09,117.26,110.19,--,"18,300,000.00"
14-May-09,117.27,110.2,--,"18,300,000.00"
15-May-09,117.26,110.18,--,"18,300,000.00"
18-May-09,117.27,110.2,--,"18,300,000.00"
19-May-09,117.27,110.2,--,"18,300,000.00"
20-May-09,117.28,110.21,--,"18,300,000.00"
21-May-09,117.28,110.21,--,"18,300,000.00"
22-May-09,117.27,110.17,--,"18,300,000.00"
26-May-09,117.28,110.2,--,"18,300,000.00"
27-May-09,117.28,110.2,--,"18,300,000.00"
28-May-09,117.28,110.2,--,"18,300,000.00"
29-May-09,117.28,110.18,--,"18,300,000.00"
01-Jun-09,117.29,110.16,0.04,"18,300,000.00"
02-Jun-09,117.3,110.17,--,"18,300,000.00"
03-Jun-09,117.3,110.18,--,"18,300,000.00"
04-Jun-09,117.3,110.18,--,"17,800,000.00"
05-Jun-09,117.25,110.11,--,"17,800,000.00"
08-Jun-09,117.26,110.14,--,"17,600,000.00"
09-Jun-09,117.28,110.16,--,"17,600,000.00"
10-Jun-09,117.28,110.16,--,"17,400,000.00"
11-Jun-09,117.28,110.17,--,"17,400,000.00"
12-Jun-09,117.29,110.15,--,"17,400,000.00"
15-Jun-09,117.3,110.18,--,"17,400,000.00"
16-Jun-09,117.3,110.17,--,"17,400,000.00"
17-Jun-09,117.3,110.17,--,"17,400,000.00"
18-Jun-09,117.29,110.17,--,"17,600,000.00"
19-Jun-09,117.29,110.15,--,"17,700,000.00"
22-Jun-09,117.3,110.17,--,"17,700,000.00"
23-Jun-09,117.3,110.17,--,"17,700,000.00"
24-Jun-09,117.31,110.18,--,"17,700,000.00"
25-Jun-09,117.32,110.19,--,"17,700,000.00"
26-Jun-09,117.31,110.17,--,"17,700,000.00"
29-Jun-09,117.31,110.18,--,"17,700,000.00"
30-Jun-09,117.31,110.18,--,"17,700,000.00"
01-Jul-09,117.32,110.15,0.03,"17,700,000.00"
02-Jul-09,117.32,110.14,--,"17,700,000.00"
06-Jul-09,117.34,110.17,--,"17,700,000.00"
07-Jul-09,117.34,110.17,--,"17,700,000.00"
08-Jul-09,117.34,110.18,--,"17,700,000.00"
09-Jul-09,117.34,110.18,--,"17,700,000.00"
10-Jul-09,117.34,110.16,--,"17,700,000.00"
13-Jul-09,117.34,110.17,--,"17,700,000.00"
14-Jul-09,117.34,110.18,--,"17,700,000.00"
15-Jul-09,117.34,110.17,--,"17,700,000.00"
16-Jul-09,117.35,110.18,--,"17,700,000.00"
17-Jul-09,117.34,110.16,--,"17,700,000.00"
20-Jul-09,117.35,110.18,--,"17,700,000.00"
21-Jul-09,117.35,110.18,--,"17,700,000.00"
22-Jul-09,117.35,110.18,--,"17,700,000.00"
23-Jul-09,117.35,110.18,--,"17,700,000.00"
24-Jul-09,117.35,110.16,--,"17,500,000.00"
27-Jul-09,117.36,110.19,--,"17,300,000.00"
28-Jul-09,117.36,110.19,--,"17,300,000.00"
29-Jul-09,117.36,110.18,--,"17,300,000.00"
30-Jul-09,117.36,110.19,--,"17,300,000.00"
31-Jul-09,117.36,110.17,--,"17,100,000.00"
03-Aug-09,117.36,110.15,0.03,"16,900,000.00"
04-Aug-09,117.36,110.15,--,"16,900,000.00"
05-Aug-09,117.37,110.16,--,"16,900,000.00"
06-Aug-09,117.37,110.16,--,"16,900,000.00"
07-Aug-09,117.36,110.13,--,"16,900,000.00"
10-Aug-09,117.37,110.16,--,"16,700,000.00"
11-Aug-09,117.37,110.16,--,"16,700,000.00"
12-Aug-09,117.38,110.16,--,"16,700,000.00"
13-Aug-09,117.38,110.17,--,"16,700,000.00"
14-Aug-09,117.38,110.15,--,"16,600,000.00"
17-Aug-09,117.39,110.17,--,"16,600,000.00"
18-Aug-09,117.39,110.18,--,"16,600,000.00"
19-Aug-09,117.4,110.18,--,"16,400,000.00"
20-Aug-09,117.4,110.19,--,"16,400,000.00"
21-Aug-09,117.39,110.16,--,"16,300,000.00"
24-Aug-09,117.4,110.19,--,"16,300,000.00"
25-Aug-09,117.4,110.19,--,"16,300,000.00"
26-Aug-09,117.41,110.19,--,"16,300,000.00"
27-Aug-09,117.41,110.19,--,"16,300,000.00"
28-Aug-09,117.41,110.17,--,"16,300,000.00"
31-Aug-09,117.41,110.19,--,"16,200,000.00"
01-Sep-09,117.42,110.17,0.03,"16,200,000.00"
02-Sep-09,117.43,110.17,--,"16,200,000.00"
03-Sep-09,117.43,110.17,--,"16,200,000.00"
04-Sep-09,117.41,110.13,--,"16,100,000.00"
08-Sep-09,117.43,110.17,--,"16,100,000.00"
09-Sep-09,117.43,110.17,--,"16,100,000.00"
10-Sep-09,117.44,110.17,--,"16,100,000.00"
11-Sep-09,117.43,110.16,--,"16,100,000.00"
14-Sep-09,117.44,110.18,--,"16,000,000.00"
15-Sep-09,117.44,110.18,--,"16,000,000.00"
16-Sep-09,117.44,110.19,--,"16,000,000.00"
17-Sep-09,117.45,110.19,--,"16,000,000.00"
18-Sep-09,117.44,110.16,--,"16,000,000.00"
21-Sep-09,117.45,110.18,--,"16,000,000.00"
22-Sep-09,117.45,110.19,--,"16,000,000.00"
23-Sep-09,117.46,110.19,--,"16,000,000.00"
24-Sep-09,117.46,110.19,--,"16,000,000.00"
25-Sep-09,117.45,110.16,--,"14,800,000.00"
28-Sep-09,117.46,110.18,--,"14,200,000.00"
29-Sep-09,117.45,110.19,--,"14,000,000.00"
30-Sep-09,117.46,110.19,--,"13,200,000.00"
01-Oct-09,117.48,110.18,0.02,"13,200,000.00"
02-Oct-09,117.47,110.16,--,"12,700,000.00"
05-Oct-09,117.48,110.18,--,"12,700,000.00"
06-Oct-09,117.48,110.18,--,"12,700,000.00"
07-Oct-09,117.49,110.19,--,"12,700,000.00"
08-Oct-09,117.49,110.19,--,"12,700,000.00"
09-Oct-09,117.47,110.15,--,"12,700,000.00"
12-Oct-09,--,110.18,--,"12,700,000.00"
13-Oct-09,117.49,110.19,--,"12,700,000.00"
14-Oct-09,117.49,110.19,--,"12,700,000.00"
15-Oct-09,117.49,110.18,--,"12,700,000.00"
16-Oct-09,117.48,110.16,--,"12,700,000.00"
19-Oct-09,117.49,110.18,--,"12,700,000.00"
20-Oct-09,117.49,110.18,--,"12,700,000.00"
21-Oct-09,117.49,110.18,--,"12,900,000.00"
22-Oct-09,117.49,110.19,--,"13,100,000.00"
23-Oct-09,117.48,110.16,--,"13,100,000.00"
26-Oct-09,117.49,110.18,--,"13,200,000.00"
27-Oct-09,117.49,110.18,--,"13,200,000.00"
28-Oct-09,117.49,110.19,--,"13,200,000.00"
29-Oct-09,117.5,110.19,--,"13,700,000.00"
30-Oct-09,117.5,110.17,--,"14,100,000.00"
02-Nov-09,117.5,110.18,0.01,"14,400,000.00"
03-Nov-09,117.51,110.18,--,"14,400,000.00"
04-Nov-09,117.51,110.18,--,"14,400,000.00"
05-Nov-09,117.51,110.18,--,"14,400,000.00"
06-Nov-09,117.51,110.16,--,"14,400,000.00"
09-Nov-09,117.51,110.18,--,"14,400,000.00"
10-Nov-09,117.51,110.18,--,"14,400,000.00"
11-Nov-09,--,110.19,--,"14,400,000.00"
12-Nov-09,117.52,110.19,--,"14,400,000.00"
13-Nov-09,117.52,110.17,--,"14,400,000.00"
16-Nov-09,117.52,110.19,--,"14,400,000.00"
17-Nov-09,117.53,110.19,--,"14,400,000.00"
18-Nov-09,117.53,110.2,--,"14,700,000.00"
19-Nov-09,117.54,110.2,--,"15,100,000.00"
20-Nov-09,117.53,110.18,--,"15,100,000.00"
23-Nov-09,117.54,110.2,--,"15,100,000.00"
24-Nov-09,117.54,110.2,--,"15,000,000.00"
25-Nov-09,117.54,110.19,--,"15,000,000.00"
27-Nov-09,117.54,110.18,--,"15,300,000.00"
30-Nov-09,117.54,110.19,--,"15,300,000.00"
01-Dec-09,117.54,110.18,0.01,"15,600,000.00"
02-Dec-09,117.54,110.18,--,"15,400,000.00"
03-Dec-09,117.54,110.18,--,"15,600,000.00"
04-Dec-09,117.52,110.15,--,"15,800,000.00"
07-Dec-09,117.54,110.18,--,"16,100,000.00"
08-Dec-09,117.55,110.19,--,"16,100,000.00"
09-Dec-09,117.54,110.19,--,"16,100,000.00"
10-Dec-09,117.54,110.18,--,"16,100,000.00"
11-Dec-09,117.53,110.16,--,"16,100,000.00"
14-Dec-09,117.53,110.17,--,"16,100,000.00"
15-Dec-09,117.53,110.17,--,"16,100,000.00"
16-Dec-09,117.54,110.17,--,"16,100,000.00"
17-Dec-09,117.54,110.18,--,"16,100,000.00"
18-Dec-09,117.54,110.16,--,"15,800,000.00"
21-Dec-09,117.53,110.17,--,"15,800,000.00"
22-Dec-09,117.53,110.17,--,"15,800,000.00"
23-Dec-09,117.53,110.17,--,"15,800,000.00"
24-Dec-09,117.52,110.14,--,"15,800,000.00"
28-Dec-09,117.52,110.16,--,"15,800,000.00"
29-Dec-09,117.52,110.14,0.01,"15,900,000.00"
30-Dec-09,117.52,110.16,--,"15,900,000.00"
31-Dec-09,117.52,110.13,--,"15,900,000.00"
04-Jan-10,117.54,110.16,--,"15,900,000.00"
05-Jan-10,117.55,110.16,--,"15,900,000.00"
06-Jan-10,117.55,110.17,--,"15,900,000.00"
07-Jan-10,117.56,110.17,--,"16,100,000.00"
08-Jan-10,117.56,110.15,--,"16,300,000.00"
11-Jan-10,117.57,110.18,--,"16,300,000.00"
12-Jan-10,117.58,110.18,--,"16,400,000.00"
13-Jan-10,117.57,110.18,--,"16,400,000.00"
14-Jan-10,117.57,110.18,--,"16,400,000.00"
15-Jan-10,117.57,110.16,--,"16,500,000.00"
19-Jan-10,117.58,110.19,--,"16,500,000.00"
20-Jan-10,117.58,110.19,--,"16,500,000.00"
21-Jan-10,117.58,110.19,--,"16,500,000.00"
22-Jan-10,117.58,110.17,--,"16,500,000.00"
25-Jan-10,117.59,110.19,--,"16,500,000.00"
26-Jan-10,117.58,110.19,--,"16,400,000.00"
27-Jan-10,117.58,110.18,--,"16,400,000.00"
28-Jan-10,117.58,110.19,--,"16,400,000.00"
29-Jan-10,117.59,110.17,--,"16,400,000.00"
01-Feb-10,117.58,110.18,0,"16,400,000.00"
02-Feb-10,117.58,110.18,--,"16,400,000.00"
03-Feb-10,117.58,110.18,--,"16,400,000.00"
04-Feb-10,117.59,110.18,--,"16,600,000.00"
05-Feb-10,117.58,110.17,--,"16,600,000.00"
08-Feb-10,117.58,110.18,--,"16,600,000.00"
09-Feb-10,117.58,110.18,--,"16,600,000.00"
10-Feb-10,117.58,110.17,--,"16,600,000.00"
11-Feb-10,117.58,110.17,--,"16,600,000.00"
12-Feb-10,117.58,110.15,--,"17,000,000.00"
16-Feb-10,117.59,110.18,--,"17,100,000.00"
17-Feb-10,117.59,110.18,--,"17,200,000.00"
18-Feb-10,117.59,110.18,--,"17,200,000.00"
19-Feb-10,117.58,110.16,--,"17,200,000.00"
22-Feb-10,117.59,110.18,--,"17,400,000.00"
23-Feb-10,117.59,110.18,--,"17,400,000.00"
24-Feb-10,117.59,110.18,--,"17,400,000.00"
25-Feb-10,117.59,110.18,--,"17,400,000.00"
26-Feb-10,117.59,110.16,--,"17,400,000.00"
01-Mar-10,117.59,110.17,0.01,"17,500,000.00"
02-Mar-10,117.59,110.17,--,"18,300,000.00"
03-Mar-10,117.59,110.17,--,"19,400,000.00"
04-Mar-10,117.59,110.16,--,"20,800,000.00"
05-Mar-10,117.58,110.14,--,"21,400,000.00"
08-Mar-10,117.58,110.16,--,"22,400,000.00"
09-Mar-10,117.58,110.16,--,"23,300,000.00"
10-Mar-10,117.59,110.16,--,"24,500,000.00"
11-Mar-10,117.59,110.16,--,"25,300,000.00"
12-Mar-10,117.58,110.14,--,"25,300,000.00"
15-Mar-10,117.58,110.16,--,"26,200,000.00"
16-Mar-10,117.59,110.16,--,"26,200,000.00"
17-Mar-10,117.59,110.16,--,"27,700,000.00"
18-Mar-10,117.59,110.16,--,"29,200,000.00"
19-Mar-10,117.58,110.14,--,"30,000,000.00"
22-Mar-10,117.59,110.16,--,"30,200,000.00"
23-Mar-10,117.6,110.17,--,"30,200,000.00"
24-Mar-10,117.59,110.16,--,"30,700,000.00"
25-Mar-10,117.59,110.16,--,"30,700,000.00"
26-Mar-10,117.59,110.14,--,"30,800,000.00"
29-Mar-10,117.6,110.16,--,"30,900,000.00"
30-Mar-10,117.6,110.16,--,"31,900,000.00"
31-Mar-10,117.6,110.16,--,"32,500,000.00"
01-Apr-10,117.59,110.13,0,"32,600,000.00"
05-Apr-10,117.59,110.14,--,"33,200,000.00"
06-Apr-10,117.59,110.14,--,"33,500,000.00"
07-Apr-10,117.6,110.15,--,"33,500,000.00"
08-Apr-10,117.6,110.15,--,"34,000,000.00"
09-Apr-10,117.6,110.14,--,"34,000,000.00"
12-Apr-10,117.6,110.16,--,"34,300,000.00"
13-Apr-10,117.61,110.15,--,"34,700,000.00"
14-Apr-10,117.61,110.16,--,"34,700,000.00"
15-Apr-10,117.61,110.16,--,"34,700,000.00"
16-Apr-10,117.61,110.14,--,"34,400,000.00"
19-Apr-10,117.62,110.16,--,"34,600,000.00"
20-Apr-10,117.61,110.16,--,"34,600,000.00"
21-Apr-10,117.62,110.16,--,"34,600,000.00"
22-Apr-10,117.61,110.16,--,"34,800,000.00"
23-Apr-10,117.61,110.14,--,"34,800,000.00"
26-Apr-10,117.62,110.16,--,"34,800,000.00"
27-Apr-10,117.62,110.16,--,"34,800,000.00"
28-Apr-10,117.62,110.16,--,"35,200,000.00"
29-Apr-10,117.62,110.16,--,"35,200,000.00"
30-Apr-10,117.62,110.15,--,"35,200,000.00"
03-May-10,117.62,110.15,0.01,"35,200,000.00"
04-May-10,117.63,110.16,--,"35,200,000.00"
05-May-10,117.63,110.16,--,"35,200,000.00"
06-May-10,117.66,110.18,--,"34,900,000.00"
07-May-10,117.64,110.15,--,"34,900,000.00"
10-May-10,117.63,110.16,--,"34,900,000.00"
11-May-10,117.64,110.16,--,"35,000,000.00"
12-May-10,117.64,110.17,--,"34,400,000.00"
13-May-10,117.64,110.17,--,"34,400,000.00"
14-May-10,117.64,110.15,--,"34,400,000.00"
17-May-10,117.65,110.17,--,"34,400,000.00"
18-May-10,117.65,110.17,--,"34,400,000.00"
19-May-10,117.65,110.17,--,"34,400,000.00"
20-May-10,117.65,110.17,--,"35,500,000.00"
21-May-10,117.65,110.15,--,"35,900,000.00"
24-May-10,117.65,110.17,--,"35,900,000.00"
25-May-10,117.65,110.17,--,"36,200,000.00"
26-May-10,117.65,110.17,--,"36,200,000.00"
27-May-10,117.65,110.17,--,"36,200,000.00"
28-May-10,117.66,110.15,--,"35,900,000.00"
01-Jun-10,117.66,110.17,0.01,"35,900,000.00"
02-Jun-10,117.66,110.17,--,"36,100,000.00"
03-Jun-10,117.66,110.17,--,"36,400,000.00"
04-Jun-10,117.67,110.16,--,"36,700,000.00"
07-Jun-10,117.68,110.18,--,"36,800,000.00"
08-Jun-10,117.68,110.18,--,"36,800,000.00"
09-Jun-10,117.68,110.18,--,"36,800,000.00"
10-Jun-10,117.68,110.19,--,"36,800,000.00"
11-Jun-10,117.69,110.18,--,"36,800,000.00"
14-Jun-10,117.7,110.2,--,"36,800,000.00"
15-Jun-10,117.7,110.2,--,"38,100,000.00"
16-Jun-10,117.7,110.2,--,"38,100,000.00"
17-Jun-10,117.71,110.2,--,"38,100,000.00"
18-Jun-10,117.7,110.18,--,"38,100,000.00"
21-Jun-10,117.7,110.2,--,"38,100,000.00"
22-Jun-10,117.7,110.2,--,"38,700,000.00"
23-Jun-10,117.7,110.2,--,"38,100,000.00"
24-Jun-10,117.7,110.2,--,"38,100,000.00"
25-Jun-10,117.7,110.18,--,"38,100,000.00"
28-Jun-10,117.7,110.2,--,"38,100,000.00"
29-Jun-10,117.7,110.2,--,"38,000,000.00"
30-Jun-10,117.7,110.19,--,"37,800,000.00"
01-Jul-10,117.7,110.19,0.01,"37,800,000.00"
02-Jul-10,117.7,110.16,--,"37,100,000.00"
06-Jul-10,117.7,110.18,--,"37,100,000.00"
07-Jul-10,117.71,110.19,--,"37,200,000.00"
08-Jul-10,117.71,110.19,--,"37,700,000.00"
09-Jul-10,117.71,110.17,--,"37,800,000.00"
12-Jul-10,117.72,110.19,--,"37,800,000.00"
13-Jul-10,117.72,110.19,--,"37,800,000.00"
14-Jul-10,117.72,110.2,--,"38,200,000.00"
15-Jul-10,117.73,110.2,--,"38,200,000.00"
16-Jul-10,117.72,110.19,--,"38,200,000.00"
19-Jul-10,117.73,110.2,--,"38,200,000.00"
20-Jul-10,117.73,110.21,--,"38,100,000.00"
21-Jul-10,117.73,110.2,--,"38,100,000.00"
22-Jul-10,117.73,110.21,--,"38,100,000.00"
23-Jul-10,117.73,110.19,--,"38,100,000.00"
26-Jul-10,117.73,110.2,--,"38,100,000.00"
27-Jul-10,117.73,110.2,--,"37,600,000.00"
28-Jul-10,117.73,110.2,--,"37,600,000.00"
29-Jul-10,117.73,110.2,--,"37,600,000.00"
30-Jul-10,117.73,110.19,--,"37,000,000.00"
02-Aug-10,117.74,110.19,0.01,"37,000,000.00"
03-Aug-10,117.74,110.2,--,"37,000,000.00"
04-Aug-10,117.74,110.2,--,"36,200,000.00"
05-Aug-10,117.74,110.2,--,"35,400,000.00"
06-Aug-10,117.74,110.19,--,"36,000,000.00"
09-Aug-10,117.75,110.2,--,"36,000,000.00"
10-Aug-10,117.75,110.21,--,"36,000,000.00"
11-Aug-10,117.76,110.21,--,"35,600,000.00"
12-Aug-10,117.75,110.21,--,"35,600,000.00"
13-Aug-10,117.75,110.2,--,"35,600,000.00"
16-Aug-10,117.76,110.21,--,"35,600,000.00"
17-Aug-10,117.76,110.21,--,"35,600,000.00"
18-Aug-10,117.76,110.21,--,"35,600,000.00"
19-Aug-10,117.76,110.21,--,"35,600,000.00"
20-Aug-10,117.76,110.2,--,"35,500,000.00"
23-Aug-10,117.76,110.21,--,"35,500,000.00"
24-Aug-10,117.76,110.21,--,"35,500,000.00"
25-Aug-10,117.76,110.21,--,"35,200,000.00"
26-Aug-10,117.76,110.21,--,"35,000,000.00"
27-Aug-10,117.76,110.2,--,"35,000,000.00"
30-Aug-10,117.77,110.21,--,"35,000,000.00"
31-Aug-10,117.77,110.22,--,"34,300,000.00"
01-Sep-10,117.77,110.2,0.01,"33,600,000.00"
02-Sep-10,117.77,110.21,--,"33,600,000.00"
03-Sep-10,117.77,110.19,--,"33,600,000.00"
07-Sep-10,117.78,110.21,--,"33,600,000.00"
08-Sep-10,117.78,110.21,--,"33,600,000.00"
09-Sep-10,117.78,110.21,--,"33,400,000.00"
10-Sep-10,117.77,110.19,--,"33,400,000.00"
13-Sep-10,117.77,110.2,--,"33,400,000.00"
14-Sep-10,117.78,110.2,--,"32,700,000.00"
15-Sep-10,117.78,110.2,--,"33,100,000.00"
16-Sep-10,117.78,110.2,--,"33,200,000.00"
17-Sep-10,117.77,110.19,--,"33,800,000.00"
20-Sep-10,117.78,110.2,--,"33,800,000.00"
21-Sep-10,117.78,110.21,--,"34,200,000.00"
22-Sep-10,117.78,110.21,--,"33,500,000.00"
23-Sep-10,117.79,110.21,--,"33,800,000.00"
24-Sep-10,117.78,110.2,--,"34,200,000.00"
27-Sep-10,117.79,110.21,--,"34,900,000.00"
28-Sep-10,117.79,110.21,--,"34,900,000.00"
29-Sep-10,117.79,110.21,--,"35,100,000.00"
30-Sep-10,117.79,110.21,--,"35,100,000.00"
01-Oct-10,117.79,110.19,0.01,"35,100,000.00"
04-Oct-10,117.8,110.21,--,"35,100,000.00"
05-Oct-10,117.8,110.21,--,"34,900,000.00"
06-Oct-10,117.8,110.21,--,"34,800,000.00"
07-Oct-10,117.81,110.22,--,"35,500,000.00"
08-Oct-10,117.8,110.2,--,"35,500,000.00"
11-Oct-10,--,110.22,--,"35,600,000.00"
12-Oct-10,117.81,110.22,--,"35,600,000.00"
13-Oct-10,117.81,110.22,--,"35,700,000.00"
14-Oct-10,117.81,110.22,--,"36,300,000.00"
15-Oct-10,117.81,110.21,--,"36,300,000.00"
18-Oct-10,117.81,110.22,--,"36,400,000.00"
19-Oct-10,117.81,110.22,--,"36,400,000.00"
20-Oct-10,117.81,110.22,--,"36,400,000.00"
21-Oct-10,117.82,110.22,--,"36,400,000.00"
22-Oct-10,117.81,110.21,--,"36,500,000.00"
25-Oct-10,117.82,110.22,--,"36,500,000.00"
26-Oct-10,117.82,110.22,--,"36,500,000.00"
27-Oct-10,117.82,110.22,--,"36,500,000.00"
28-Oct-10,117.82,110.22,--,"36,500,000.00"
29-Oct-10,117.82,110.21,--,"36,500,000.00"
01-Nov-10,117.82,110.21,0.01,"36,500,000.00"
02-Nov-10,117.82,110.21,--,"36,500,000.00"
03-Nov-10,117.83,110.21,--,"36,300,000.00"
04-Nov-10,117.83,110.22,--,"36,300,000.00"
05-Nov-10,117.82,110.21,--,"36,600,000.00"
08-Nov-10,117.83,110.22,--,"36,600,000.00"
09-Nov-10,117.83,110.22,--,"36,300,000.00"
10-Nov-10,117.83,110.21,--,"35,900,000.00"
11-Nov-10,--,110.22,--,"35,900,000.00"
12-Nov-10,117.82,110.21,--,"35,900,000.00"
15-Nov-10,117.83,110.21,--,"35,900,000.00"
16-Nov-10,117.83,110.21,--,"35,900,000.00"
17-Nov-10,117.83,110.21,--,"35,900,000.00"
18-Nov-10,117.83,110.21,--,"35,900,000.00"
19-Nov-10,117.82,110.2,--,"35,700,000.00"
22-Nov-10,117.83,110.21,--,"35,700,000.00"
23-Nov-10,117.83,110.21,--,"35,700,000.00"
24-Nov-10,117.82,110.2,--,"35,500,000.00"
26-Nov-10,117.82,110.19,--,"35,500,000.00"
29-Nov-10,117.82,110.2,--,"35,500,000.00"
30-Nov-10,117.83,110.2,--,"35,300,000.00"
01-Dec-10,117.82,110.19,0.01,"35,300,000.00"
02-Dec-10,117.83,110.19,--,"35,300,000.00"
03-Dec-10,117.83,110.19,--,"35,300,000.00"
06-Dec-10,117.84,110.2,--,"35,300,000.00"
07-Dec-10,117.84,110.2,--,"35,500,000.00"
08-Dec-10,117.84,110.2,--,"35,500,000.00"
09-Dec-10,117.84,110.2,--,"35,900,000.00"
10-Dec-10,117.84,110.19,--,"35,900,000.00"
13-Dec-10,117.84,110.2,--,"35,900,000.00"
14-Dec-10,117.84,110.2,--,"35,900,000.00"
15-Dec-10,117.84,110.2,--,"36,000,000.00"
16-Dec-10,117.84,110.21,--,"36,100,000.00"
17-Dec-10,117.84,110.2,--,"36,100,000.00"
20-Dec-10,117.85,110.21,--,"36,100,000.00"
21-Dec-10,117.85,110.21,--,"36,300,000.00"
22-Dec-10,117.85,110.21,--,"36,300,000.00"
23-Dec-10,117.84,110.2,--,"36,300,000.00"
27-Dec-10,117.85,110.21,--,"36,300,000.00"
28-Dec-10,117.85,110.2,0.01,"36,300,000.00"
29-Dec-10,117.86,110.2,--,"36,300,000.00"
30-Dec-10,117.86,110.21,--,"36,300,000.00"
31-Dec-10,117.85,110.2,--,"36,300,000.00"
03-Jan-11,117.86,110.21,--,"36,300,000.00"
04-Jan-11,117.86,110.21,--,"36,400,000.00"
05-Jan-11,117.86,110.2,--,"36,400,000.00"
06-Jan-11,117.86,110.2,--,"36,500,000.00"
07-Jan-11,117.86,110.2,--,"36,800,000.00"
10-Jan-11,117.87,110.21,--,"36,800,000.00"
11-Jan-11,117.87,110.2,--,"36,800,000.00"
12-Jan-11,117.87,110.21,--,"36,800,000.00"
13-Jan-11,117.87,110.2,--,"37,000,000.00"
14-Jan-11,117.86,110.19,--,"37,000,000.00"
18-Jan-11,117.87,110.2,--,"37,000,000.00"
19-Jan-11,117.88,110.21,--,"36,900,000.00"
20-Jan-11,117.88,110.21,--,"36,900,000.00"
21-Jan-11,117.87,110.2,--,"36,900,000.00"
24-Jan-11,117.88,110.21,--,"36,900,000.00"
25-Jan-11,117.88,110.21,--,"36,700,000.00"
26-Jan-11,117.88,110.21,--,"36,700,000.00"
27-Jan-11,117.89,110.22,--,"36,700,000.00"
28-Jan-11,117.88,110.21,--,"36,700,000.00"
31-Jan-11,117.89,110.22,--,"36,700,000.00"
01-Feb-11,117.89,110.2,0.01,"36,700,000.00"
02-Feb-11,117.88,110.2,--,"36,700,000.00"
03-Feb-11,117.88,110.2,--,"36,700,000.00"
04-Feb-11,117.88,110.19,--,"36,700,000.00"
07-Feb-11,117.88,110.2,--,"36,700,000.00"
08-Feb-11,117.88,110.2,--,"36,700,000.00"
09-Feb-11,117.89,110.2,--,"37,100,000.00"
10-Feb-11,117.9,110.21,--,"37,100,000.00"
11-Feb-11,117.89,110.2,--,"37,200,000.00"
14-Feb-11,117.9,110.21,--,"37,500,000.00"
15-Feb-11,117.9,110.21,--,"37,500,000.00"
16-Feb-11,117.9,110.21,--,"37,600,000.00"
17-Feb-11,117.91,110.22,--,"37,600,000.00"
18-Feb-11,117.91,110.21,--,"37,600,000.00"
22-Feb-11,117.91,110.22,--,"37,600,000.00"
23-Feb-11,117.91,110.22,--,"37,600,000.00"
24-Feb-11,117.91,110.22,--,"37,600,000.00"
25-Feb-11,117.91,110.21,--,"37,600,000.00"
28-Feb-11,117.91,110.21,--,"37,600,000.00"
01-Mar-11,117.92,110.21,0.01,"37,600,000.00"
02-Mar-11,117.92,110.21,--,"37,600,000.00"
03-Mar-11,117.92,110.21,--,"37,400,000.00"
04-Mar-11,117.92,110.21,--,"37,400,000.00"
07-Mar-11,117.93,110.22,--,"37,400,000.00"
08-Mar-11,117.93,110.22,--,"37,200,000.00"
09-Mar-11,117.93,110.22,--,"37,200,000.00"
10-Mar-11,117.94,110.23,--,"37,200,000.00"
11-Mar-11,117.94,110.22,--,"37,200,000.00"
14-Mar-11,117.95,110.23,--,"37,200,000.00"
15-Mar-11,117.94,110.22,--,"37,200,000.00"
16-Mar-11,117.95,110.22,--,"37,700,000.00"
